TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance
TX017072,AC00427,982.46,6/9/2024,Debit,Milwaukee,D000294,147.125.143.41,M064,ATM,57,Engineer,107,1,3120.1
TX017073,AC00188,178.49,12/16/2020,Debit,Mesa,D000218,199.59.68.207,M028,Online,40,Doctor,173,1,11666.18
TX017074,AC00465,178.53,4/24/2024,Credit,Boston,D000083,64.57.44.102,M008,Branch,53,Doctor,62,1,12578.75
TX017075,AC00070,279.86,4/19/2020,Debit,Phoenix,D000444,56.89.80.133,M047,Branch,68,Retired,153,1,7371.85
TX017076,AC00306,210.59,7/7/2020,Credit,Memphis,D000589,93.169.212.219,M088,Branch,61,Doctor,149,1,7642.25
TX017077,AC00412,457.97,5/5/2024,Debit,San Jose,D000347,193.217.248.188,M035,Online,37,Engineer,103,1,8994.39
TX017078,AC00277,114.84,12/12/2020,Debit,Omaha,D000217,152.140.239.181,M029,Online,33,Doctor,296,1,749.34
TX017079,AC00042,106.41,8/15/2024,Debit,Atlanta,D000395,49.29.37.185,M001,ATM,19,Student,52,1,1612.4
TX017080,AC00366,570.04,10/17/2020,Credit,Charlotte,D000603,26.105.49.129,M065,ATM,24,Student,66,1,379.82
TX017081,AC00225,99.28,11/17/2020,Credit,Los Angeles,D000211,218.238.171.184,M046,Online,41,Engineer,137,1,4113.63
TX017082,AC00458,47.42,8/5/2025,Debit,Fresno,D000527,152.234.65.155,M088,Branch,59,Doctor,30,1,8874.01
TX017083,AC00242,36.52,1/23/2021,Debit,Indianapolis,D000047,5.252.94.135,M051,ATM,57,Doctor,182,1,259.44
TX017084,AC00327,490.41,6/25/2025,Debit,Baltimore,D000474,28.149.72.129,M039,Branch,39,Engineer,111,1,2232.84
TX017085,AC00380,139.67,2/2/2022,Credit,Louisville,D000491,167.104.180.235,M002,Online,53,Doctor,177,1,10098.86
TX017086,AC00299,24.86,10/13/2024,Debit,Atlanta,D000284,2.61.10.58,M005,Branch,58,Doctor,164,1,10788.89
TX017087,AC00458,6.09,8/21/2025,Debit,Tucson,D000231,109.42.41.157,M071,Branch,21,Student,106,1,1285.42
TX017088,AC00293,49.93,9/12/2020,Debit,Fresno,D000350,34.86.220.205,M015,Online,77,Retired,282,1,5107.75
TX017089,AC00130,212.35,12/25/2021,Debit,Chicago,D000413,198.24.183.157,M083,Online,24,Student,79,1,1331.3
TX017090,AC00338,279.93,6/12/2023,Credit,Raleigh,D000377,101.223.82.253,M045,Online,54,Retired,137,1,1794.5
TX017091,AC00239,293.01,3/12/2025,Debit,Kansas City,D000350,184.185.209.72,M001,Branch,64,Doctor,179,2,1334.09
TX017092,AC00363,423.93,2/14/2021,Debit,Houston,D000033,153.178.166.93,M098,Branch,36,Engineer,213,1,4515.43
TX017093,AC00188,52.52,2/13/2021,Credit,Kansas City,D000071,112.222.0.29,M006,Branch,18,Student,136,1,552.06
TX017094,AC00107,321.76,3/18/2022,Debit,San Diego,D000054,215.97.143.157,M050,Online,29,Engineer,50,1,2091.78
TX017095,AC00382,139.46,3/24/2021,Debit,Oklahoma City,D000118,147.234.20.46,M004,Branch,33,Engineer,105,1,6309.8
TX017096,AC00229,108.66,8/8/2021,Debit,Dallas,D000213,106.244.1.47,M089,ATM,56,Doctor,64,1,9523.72
TX017097,AC00449,277.15,10/11/2020,Debit,Washington,D000633,173.252.44.183,M013,Branch,33,Engineer,77,1,5229.95
TX017098,AC00030,489.93,12/22/2024,Credit,Virginia Beach,D000587,214.67.148.245,M006,Branch,28,Engineer,193,1,7284.76
TX017099,AC00366,579.34,10/12/2024,Credit,Charlotte,D000603,26.105.49.129,M065,ATM,24,Student,66,1,379.82
TX017100,AC00076,151.67,11/12/2020,Debit,Baltimore,D000221,160.74.183.38,M078,ATM,18,Student,203,1,1523.57
TX017101,AC00264,96.71,3/22/2023,Debit,Tucson,D000002,63.82.133.139,M086,ATM,49,Engineer,98,1,2018.9
TX017102,AC00362,209.25,11/17/2023,Debit,Portland,D000547,221.206.44.63,M005,Online,20,Student,159,1,1501.95
TX017103,AC00217,47.69,10/7/2023,Debit,San Jose,D000638,49.31.186.82,M049,Branch,23,Student,217,1,471.28
TX017104,AC00316,1380.09,11/26/2025,Debit,El Paso,D000113,63.67.150.226,M013,Branch,41,Doctor,297,1,13347.69
TX017105,AC00359,20.13,11/6/2023,Debit,Memphis,D000184,206.168.209.111,M017,ATM,27,Student,144,1,445.21
TX017106,AC00257,302.33,2/15/2024,Debit,Denver,D000184,6.44.165.160,M025,Online,56,Engineer,179,1,8171.26
TX017107,AC00210,362.97,3/13/2020,Debit,Philadelphia,D000244,10.144.131.89,M015,ATM,68,Doctor,35,1,10628.59
TX017108,AC00069,274.02,6/22/2020,Debit,Oklahoma City,D000674,77.21.150.75,M079,ATM,19,Student,48,1,1193.61
TX017109,AC00153,396.67,9/18/2023,Debit,Las Vegas,D000670,187.223.139.194,M097,Online,64,Retired,164,1,6009.12
TX017110,AC00489,179.19,6/13/2025,Debit,Mesa,D000483,166.7.230.111,M087,Branch,37,Doctor,82,1,12526.71
TX017111,AC00154,7.37,5/24/2022,Debit,Boston,D000063,40.45.69.120,M090,ATM,36,Engineer,273,1,2240.49
TX017112,AC00211,414.15,11/10/2023,Debit,Los Angeles,D000494,52.1.78.30,M023,ATM,41,Doctor,88,1,11108.39
TX017113,AC00428,143.88,4/5/2021,Debit,Miami,D000069,152.234.65.155,M051,Branch,23,Student,49,1,791.97
TX017114,AC00055,51.34,9/27/2022,Debit,Mesa,D000652,178.34.103.183,M019,ATM,48,Doctor,85,1,1120.88
TX017115,AC00483,157.27,7/4/2024,Debit,Las Vegas,D000362,188.77.83.72,M077,Online,41,Doctor,204,1,14371.08
TX017116,AC00424,518.03,12/17/2023,Debit,Las Vegas,D000583,104.80.232.55,M097,Online,43,Engineer,22,1,9642.12
TX017117,AC00442,219.56,9/7/2020,Debit,Seattle,D000556,52.196.112.199,M021,ATM,18,Student,13,1,754.21
TX017118,AC00399,262.59,4/10/2025,Debit,Charlotte,D000138,170.99.15.217,M084,Online,46,Engineer,40,1,4330.04
TX017119,AC00064,56.29,7/25/2025,Debit,San Jose,D000043,161.195.172.148,M057,Branch,32,Doctor,51,1,9794.26
TX017120,AC00411,347.51,11/11/2022,Debit,Baltimore,D000567,23.163.145.195,M089,Branch,55,Doctor,30,1,1765.45
TX017121,AC00407,127.01,1/16/2022,Debit,New York,D000505,119.43.28.203,M065,Branch,46,Doctor,98,1,7255.49
TX017122,AC00197,28.08,3/10/2023,Debit,Memphis,D000428,93.170.203.44,M054,Online,68,Retired,18,1,4331.54
TX017123,AC00463,79.94,10/22/2024,Debit,Nashville,D000176,12.246.170.239,M031,ATM,57,Engineer,47,1,5061.3
TX017124,AC00039,418.35,9/18/2022,Debit,Columbus,D000686,198.24.183.157,M015,Online,35,Engineer,67,1,7936.91
TX017125,AC00292,274.53,3/7/2020,Debit,Los Angeles,D000422,94.37.250.128,M025,ATM,55,Engineer,110,1,8836.51
TX017126,AC00420,209.36,6/8/2020,Credit,Indianapolis,D000160,6.234.101.35,M019,Branch,55,Retired,145,1,2661.3
TX017127,AC00201,88.24,11/13/2024,Debit,Seattle,D000471,64.89.183.39,M040,Online,21,Student,148,1,802.09
TX017128,AC00132,214.52,9/21/2024,Debit,Louisville,D000297,37.143.57.20,M089,Branch,42,Engineer,31,1,4298.13
TX017129,AC00352,317.65,8/19/2024,Debit,Washington,D000232,141.241.241.128,M086,ATM,19,Student,277,1,782.35
TX017130,AC00365,251.44,10/4/2020,Credit,San Francisco,D000357,92.214.76.157,M002,Branch,45,Doctor,50,1,14815.87
TX017131,AC00369,638.44,1/9/2021,Debit,Phoenix,D000225,29.168.185.63,M047,Branch,48,Engineer,64,1,5695.78
TX017132,AC00102,223.63,5/14/2022,Debit,Philadelphia,D000274,135.73.131.111,M044,ATM,18,Student,210,1,475.63
TX017133,AC00067,170.14,5/21/2021,Debit,San Antonio,D000002,56.67.227.142,M036,Branch,30,Doctor,84,1,11320.83
TX017134,AC00147,287.14,4/27/2022,Credit,Washington,D000508,26.240.219.199,M094,Online,26,Engineer,53,1,6263.96
TX017135,AC00026,96.93,5/9/2023,Debit,Albuquerque,D000449,196.244.194.198,M071,Branch,18,Student,176,1,3908.47
TX017136,AC00094,31.29,9/5/2021,Credit,Raleigh,D000596,113.134.242.82,M074,ATM,48,Doctor,121,1,743.9
TX017137,AC00126,81.0,9/27/2020,Debit,Louisville,D000522,203.245.215.62,M052,Branch,54,Retired,55,1,5158.6
TX017138,AC00437,379.58,6/1/2022,Debit,Kansas City,D000141,186.54.68.246,M022,Online,24,Student,100,1,791.65
TX017139,AC00041,209.23,5/2/2024,Debit,Fresno,D000663,184.146.10.88,M062,Online,39,Doctor,122,1,7036.72
TX017140,AC00412,415.77,9/16/2023,Debit,Denver,D000013,8.136.178.116,M095,ATM,25,Student,263,1,273.78
TX017141,AC00393,385.49,12/5/2021,Debit,Denver,D000411,32.169.88.41,M099,ATM,60,Engineer,172,1,4383.69
TX017142,AC00315,430.23,11/13/2021,Debit,Tucson,D000248,28.149.72.129,M043,Branch,25,Student,59,1,130.76
TX017143,AC00048,14.69,7/3/2023,Debit,Louisville,D000099,164.75.163.220,M027,Branch,45,Engineer,73,1,6949.21
TX017144,AC00306,138.32,1/13/2021,Debit,Oklahoma City,D000098,93.170.203.44,M049,ATM,18,Student,88,1,312.19
TX017145,AC00433,117.76,1/1/2025,Debit,Tucson,D000195,200.136.146.93,M074,Branch,40,Doctor,52,1,9009.42
TX017146,AC00090,560.57,3/20/2025,Debit,Jacksonville,D000096,141.121.30.32,M027,ATM,22,Student,149,1,1033.73
TX017147,AC00239,126.66,2/25/2020,Credit,Baltimore,D000170,172.111.76.65,M070,Online,31,Doctor,10,1,6852.16
TX017148,AC00075,83.97,10/29/2025,Credit,Fort Worth,D000607,21.28.32.1,M009,Branch,55,Doctor,164,1,1181.31
TX017149,AC00080,918.96,2/21/2020,Debit,Milwaukee,D000496,62.152.134.92,M042,Online,43,Engineer,300,1,3493.13
TX017150,AC00220,455.77,10/2/2022,Debit,New York,D000046,145.179.219.57,M092,ATM,70,Retired,115,1,3138.0
TX017151,AC00155,327.31,1/2/2024,Debit,Atlanta,D000268,115.241.186.164,M026,Online,55,Engineer,178,1,9451.66
TX017152,AC00367,222.52,12/17/2021,Credit,Columbus,D000682,93.151.52.152,M032,Branch,30,Engineer,137,1,8697.11
TX017153,AC00302,876.12,3/22/2021,Debit,Houston,D000381,77.21.150.75,M009,Branch,24,Student,161,1,9297.5
TX017154,AC00247,65.66,4/14/2020,Debit,Miami,D000413,42.3.3.101,M013,Online,19,Student,157,1,467.4
TX017155,AC00155,201.95,5/13/2024,Debit,Columbus,D000604,214.247.164.80,M028,Online,60,Engineer,133,1,8092.94
TX017156,AC00132,23.49,3/21/2020,Debit,Indianapolis,D000569,184.185.209.72,M054,Branch,68,Doctor,129,1,13777.79
TX017157,AC00460,488.45,11/27/2022,Debit,Albuquerque,D000305,131.41.45.13,M063,Branch,25,Student,128,1,1951.42
TX017158,AC00046,947.02,5/11/2022,Debit,Boston,D000565,1.198.76.182,M048,Online,35,Engineer,29,1,5141.32
TX017159,AC00002,308.63,10/22/2025,Debit,Las Vegas,D000041,1.198.76.182,M040,ATM,76,Retired,145,1,7216.3
TX017160,AC00389,124.99,8/1/2025,Credit,Fort Worth,D000245,216.32.4.105,M049,Branch,31,Engineer,13,1,4547.06
TX017161,AC00042,223.46,11/26/2024,Credit,Oklahoma City,D000203,76.0.164.168,M052,Branch,23,Student,196,1,707.25
TX017162,AC00367,145.62,5/20/2024,Debit,Baltimore,D000657,150.25.200.56,M007,Online,24,Student,75,1,1665.58
TX017163,AC00423,260.43,4/5/2023,Debit,Nashville,D000304,4.105.134.118,M009,ATM,54,Retired,35,1,6910.18
TX017164,AC00499,355.79,2/4/2022,Debit,Milwaukee,D000242,143.212.47.226,M039,Branch,68,Retired,265,1,7749.14
TX017165,AC00165,29.94,12/31/2020,Debit,Washington,D000376,109.42.41.157,M019,Branch,21,Student,28,1,935.88
TX017166,AC00260,95.19,10/22/2025,Debit,Denver,D000287,5.252.94.135,M077,Online,20,Student,60,3,966.88
TX017167,AC00361,103.49,4/23/2022,Credit,El Paso,D000264,193.221.15.59,M025,Branch,41,Engineer,21,1,469.12
TX017168,AC00087,161.49,7/28/2022,Debit,Miami,D000549,190.251.45.32,M083,Online,46,Engineer,75,1,8045.77
TX017169,AC00348,61.79,11/5/2020,Debit,Mesa,D000684,40.10.25.102,M094,ATM,28,Student,54,1,9165.02
TX017170,AC00460,579.27,8/29/2021,Debit,Albuquerque,D000305,131.41.45.13,M063,Branch,25,Student,128,1,1951.42
TX017171,AC00465,210.68,10/23/2023,Debit,Louisville,D000383,77.7.223.184,M015,ATM,27,Student,276,1,1185.43
TX017172,AC00298,182.39,7/23/2022,Debit,Oklahoma City,D000302,92.90.132.79,M003,ATM,59,Retired,59,1,1137.13
TX017173,AC00478,675.86,7/8/2023,Credit,Seattle,D000037,193.83.0.183,M055,Online,61,Retired,64,1,6643.24
TX017174,AC00130,197.69,4/8/2021,Debit,Chicago,D000413,198.24.183.157,M083,Online,24,Student,79,1,1331.3
TX017175,AC00058,153.4,6/28/2020,Debit,Albuquerque,D000177,203.174.215.229,M060,ATM,51,Engineer,63,1,7531.43
TX017176,AC00447,220.8,4/25/2025,Debit,Atlanta,D000674,200.13.225.150,M066,Branch,30,Doctor,111,1,6412.85
TX017177,AC00431,234.01,8/5/2022,Debit,Detroit,D000106,35.67.21.23,M038,Online,39,Doctor,88,1,14466.38
TX017178,AC00363,1412.1,3/2/2022,Debit,El Paso,D000213,93.52.44.101,M001,ATM,29,Engineer,106,1,2429.68
TX017179,AC00132,24.45,9/19/2021,Debit,Indianapolis,D000569,184.185.209.72,M054,Branch,68,Doctor,129,1,13777.79
TX017180,AC00312,1464.17,12/13/2023,Debit,Oklahoma City,D000106,193.209.134.233,M060,Online,66,Retired,51,1,2060.02
TX017181,AC00370,848.19,5/19/2023,Credit,Atlanta,D000142,19.111.192.175,M044,Branch,79,Retired,36,1,4040.32
TX017182,AC00156,233.02,5/2/2022,Debit,Phoenix,D000455,61.95.76.233,M049,Online,71,Retired,46,1,1182.77
TX017183,AC00326,6.61,8/2/2025,Debit,Columbus,D000539,210.160.90.52,M017,Branch,80,Retired,283,5,7697.68
TX017184,AC00120,203.72,5/30/2025,Debit,Dallas,D000028,51.250.46.149,M029,ATM,21,Student,34,2,701.73
TX017185,AC00058,602.03,3/11/2021,Debit,Kansas City,D000429,32.169.88.41,M024,Online,55,Engineer,139,1,6364.14
TX017186,AC00174,358.74,11/9/2023,Credit,New York,D000311,198.24.183.157,M046,Branch,52,Retired,109,5,1822.34
TX017187,AC00107,21.13,10/23/2025,Debit,Tucson,D000082,96.115.67.230,M069,Branch,62,Retired,75,1,2762.48
TX017188,AC00487,267.04,12/6/2022,Debit,Jacksonville,D000038,148.42.122.1,M097,Branch,28,Student,26,1,1346.88
TX017189,AC00049,464.97,3/7/2020,Debit,Portland,D000129,77.21.150.75,M068,Online,60,Engineer,168,1,3806.16
TX017190,AC00047,129.48,10/16/2020,Debit,Sacramento,D000219,163.129.70.210,M049,Online,59,Doctor,40,1,13542.41
TX017191,AC00299,60.43,1/3/2024,Debit,Austin,D000475,48.31.196.24,M069,Branch,54,Doctor,121,1,8981.1
TX017192,AC00366,197.94,5/31/2025,Debit,Detroit,D000663,157.47.114.20,M078,Online,70,Doctor,89,1,1658.52
TX017193,AC00053,149.02,10/8/2020,Debit,Dallas,D000410,65.164.3.100,M066,Online,35,Engineer,135,1,6374.82
TX017194,AC00004,503.24,4/13/2023,Debit,Columbus,D000183,188.205.152.176,M064,ATM,64,Retired,131,1,6155.76
TX017195,AC00328,187.16,12/25/2022,Debit,Charlotte,D000295,137.135.250.168,M100,ATM,64,Retired,109,1,2304.56
TX017196,AC00231,190.55,9/16/2021,Debit,Raleigh,D000290,116.43.88.219,M011,Branch,58,Engineer,24,1,6570.36
TX017197,AC00305,15.11,10/16/2023,Debit,Tucson,D000477,214.32.109.197,M009,Branch,26,Engineer,159,1,6089.79
TX017198,AC00129,201.67,4/8/2025,Debit,Houston,D000651,147.119.62.178,M075,ATM,62,Doctor,105,1,9942.24
TX017199,AC00371,7.56,6/8/2021,Debit,Dallas,D000181,203.197.235.35,M054,Online,63,Retired,36,1,6485.78
TX017200,AC00216,228.69,4/29/2020,Credit,Memphis,D000299,157.47.114.20,M012,Online,53,Engineer,169,1,4120.75
TX017201,AC00500,154.14,2/25/2022,Debit,Charlotte,D000168,11.167.243.171,M099,ATM,51,Doctor,102,1,14453.35
TX017202,AC00258,617.55,11/19/2021,Debit,Mesa,D000091,200.22.195.243,M084,ATM,62,Retired,52,1,1363.65
TX017203,AC00181,244.97,5/13/2024,Debit,Chicago,D000026,82.75.200.117,M004,Online,28,Student,46,1,824.71
TX017204,AC00368,347.14,3/22/2023,Debit,Tucson,D000458,97.106.5.76,M046,ATM,63,Retired,167,1,5463.94
TX017205,AC00352,349.1,2/9/2020,Credit,Indianapolis,D000402,199.59.68.207,M047,ATM,28,Student,245,1,614.14
TX017206,AC00477,193.22,1/14/2022,Debit,Houston,D000359,147.94.242.35,M005,ATM,61,Retired,269,1,4658.89
TX017207,AC00296,365.22,5/30/2024,Credit,Mesa,D000056,34.125.226.63,M079,Online,75,Retired,37,1,1389.71
TX017208,AC00061,26.93,11/11/2022,Debit,San Jose,D000700,28.149.72.129,M050,ATM,79,Retired,102,1,3520.61
TX017209,AC00165,652.6,5/18/2023,Debit,Chicago,D000686,59.12.96.11,M017,ATM,23,Student,146,1,587.11
TX017210,AC00122,356.49,8/2/2021,Debit,Boston,D000650,100.198.165.4,M028,ATM,18,Student,157,1,619.86
TX017211,AC00344,41.67,12/1/2021,Debit,San Francisco,D000184,13.88.251.53,M048,Online,33,Doctor,233,1,5225.73
TX017212,AC00189,137.8,10/12/2020,Debit,Virginia Beach,D000163,82.75.200.117,M002,Online,54,Retired,124,5,4087.44
TX017213,AC00352,77.49,6/27/2020,Debit,Memphis,D000103,188.124.181.12,M094,Online,18,Student,66,1,1690.23
TX017214,AC00456,987.69,3/21/2020,Credit,San Jose,D000294,190.164.160.79,M091,Branch,62,Doctor,158,1,207.74
TX017215,AC00188,92.09,9/30/2023,Credit,Seattle,D000520,113.137.153.101,M080,Online,40,Engineer,70,1,6295.45
TX017216,AC00425,172.29,12/11/2020,Debit,New York,D000682,133.223.159.151,M068,Branch,20,Student,280,1,1545.77
TX017217,AC00499,41.29,6/11/2023,Debit,Omaha,D000210,34.125.226.63,M086,Branch,23,Student,200,1,6408.8
TX017218,AC00014,642.45,9/19/2025,Debit,San Francisco,D000548,161.25.82.11,M038,Branch,19,Student,190,1,690.52
TX017219,AC00167,434.9,3/8/2024,Debit,Tucson,D000643,36.77.94.252,M031,Online,37,Engineer,44,1,9754.73
TX017220,AC00398,287.39,6/15/2023,Debit,Atlanta,D000137,64.57.44.102,M062,ATM,28,Student,93,1,167.72
TX017221,AC00290,1439.34,9/13/2020,Debit,New York,D000356,166.41.54.117,M016,ATM,58,Engineer,199,1,7272.01
TX017222,AC00131,211.23,12/7/2022,Debit,Oklahoma City,D000084,157.164.245.130,M100,Online,32,Doctor,36,1,8478.9
TX017223,AC00358,18.6,5/7/2025,Debit,Jacksonville,D000409,203.245.215.62,M091,Branch,61,Retired,162,5,2281.9
TX017224,AC00249,159.88,4/22/2022,Credit,Jacksonville,D000254,98.255.160.110,M034,ATM,78,Retired,112,1,5379.25
TX017225,AC00260,230.87,12/15/2024,Debit,Charlotte,D000498,152.140.239.181,M088,ATM,26,Engineer,197,1,3030.97
TX017226,AC00247,278.35,4/1/2024,Debit,Virginia Beach,D000602,101.90.40.193,M086,Online,28,Student,35,1,1029.15
TX017227,AC00201,215.47,8/7/2021,Credit,Miami,D000135,77.208.193.198,M047,Branch,60,Engineer,83,1,4707.24
TX017228,AC00373,135.5,11/5/2020,Debit,Charlotte,D000523,130.29.230.16,M013,ATM,23,Student,172,1,9695.04
TX017229,AC00211,220.66,2/7/2020,Debit,Miami,D000005,3.102.127.165,M002,Branch,76,Retired,63,1,7551.89
TX017230,AC00082,435.64,8/28/2021,Debit,Jacksonville,D000281,48.31.196.24,M075,ATM,20,Student,176,1,825.69
TX017231,AC00344,1308.17,12/30/2021,Debit,El Paso,D000681,80.75.92.66,M073,Branch,26,Engineer,171,1,7858.41
TX017232,AC00377,282.41,12/8/2023,Debit,Nashville,D000490,16.131.3.140,M011,Branch,58,Engineer,107,1,1423.2
TX017233,AC00247,181.22,6/9/2023,Debit,Chicago,D000666,130.92.201.49,M088,Online,76,Retired,43,1,5343.3
TX017234,AC00439,389.33,11/16/2022,Debit,Washington,D000677,223.32.70.156,M029,Online,63,Doctor,286,3,10513.52
TX017235,AC00495,373.41,5/3/2024,Debit,Dallas,D000640,173.232.121.213,M002,Online,68,Retired,57,1,5894.09
TX017236,AC00465,106.52,8/15/2024,Debit,Phoenix,D000673,48.89.167.189,M098,ATM,56,Doctor,277,4,7487.79
TX017237,AC00024,816.53,4/12/2024,Credit,Fort Worth,D000185,89.21.156.229,M041,Online,53,Engineer,243,1,5621.86
TX017238,AC00284,553.99,5/20/2025,Debit,Oklahoma City,D000682,116.175.11.222,M081,Online,43,Doctor,129,1,234.41
TX017239,AC00289,327.85,2/27/2022,Debit,Charlotte,D000460,206.168.209.111,M011,Online,25,Student,144,1,1919.97
TX017240,AC00439,909.67,12/9/2024,Debit,Jacksonville,D000389,146.53.16.47,M085,Online,60,Engineer,227,1,7015.46
TX017241,AC00116,369.55,7/11/2022,Debit,New York,D000399,157.130.28.27,M100,Online,47,Engineer,52,1,2485.73
TX017242,AC00158,819.29,2/7/2021,Credit,Mesa,D000627,73.108.76.238,M070,Branch,79,Retired,158,1,3898.64
TX017243,AC00498,5.86,11/15/2020,Credit,Los Angeles,D000236,85.240.254.83,M098,Branch,23,Student,254,1,1117.97
TX017244,AC00324,155.64,7/19/2020,Debit,Sacramento,D000122,188.225.207.71,M013,Branch,28,Student,16,1,1512.16
TX017245,AC00423,222.21,9/25/2025,Debit,Nashville,D000304,4.105.134.118,M009,ATM,54,Retired,35,1,6910.18
TX017246,AC00350,299.81,1/6/2021,Credit,Omaha,D000457,214.67.148.245,M068,Online,54,Retired,59,1,5504.01
TX017247,AC00450,231.66,1/4/2025,Debit,Detroit,D000371,175.210.47.87,M012,Branch,55,Engineer,126,1,8359.5
TX017248,AC00021,291.93,9/13/2024,Credit,Nashville,D000315,112.196.12.19,M042,Branch,62,Retired,107,1,1777.38
TX017249,AC00370,829.85,8/20/2022,Credit,Atlanta,D000142,19.111.192.175,M044,Branch,79,Retired,36,1,4040.32
TX017250,AC00275,32.94,6/26/2025,Debit,Charlotte,D000678,111.78.64.133,M057,Branch,23,Student,122,1,611.86
TX017251,AC00071,448.89,6/13/2025,Debit,San Francisco,D000513,109.211.212.135,M038,Online,55,Engineer,78,1,2103.41
TX017252,AC00266,52.4,7/21/2025,Debit,Las Vegas,D000431,115.96.94.156,M062,ATM,34,Doctor,70,1,7915.0
TX017253,AC00352,337.36,12/25/2022,Debit,Washington,D000232,141.241.241.128,M086,ATM,19,Student,277,1,782.35
TX017254,AC00431,220.72,10/15/2021,Debit,Jacksonville,D000450,114.115.12.20,M040,Online,19,Student,297,1,1231.98
TX017255,AC00157,209.47,4/6/2020,Credit,Los Angeles,D000104,57.166.147.242,M061,ATM,46,Doctor,26,1,5368.42
TX017256,AC00425,313.19,1/16/2025,Debit,Denver,D000197,201.113.165.203,M007,ATM,27,Student,122,1,1368.0
TX017257,AC00133,263.17,3/28/2025,Debit,Atlanta,D000575,211.45.75.44,M079,Online,33,Engineer,31,1,7807.73
TX017258,AC00499,446.33,3/21/2023,Credit,Denver,D000670,59.127.135.25,M068,Branch,24,Student,44,1,1995.18
TX017259,AC00420,59.72,6/4/2020,Debit,Houston,D000271,200.136.146.93,M090,Branch,25,Student,31,1,1040.43
TX017260,AC00070,164.59,12/8/2024,Debit,Portland,D000079,48.31.196.24,M083,Branch,24,Student,160,1,8981.61
TX017261,AC00427,868.16,10/15/2021,Debit,Milwaukee,D000294,147.125.143.41,M064,ATM,57,Engineer,107,1,3120.1
TX017262,AC00402,71.27,4/17/2023,Debit,Charlotte,D000172,218.83.2.94,M090,Branch,51,Engineer,148,1,8361.7
TX017263,AC00130,391.95,12/16/2023,Credit,Detroit,D000248,34.169.232.37,M039,Online,57,Doctor,149,1,7175.29
TX017264,AC00292,261.72,11/15/2020,Debit,Tucson,D000277,203.170.198.177,M076,Online,49,Doctor,115,1,14021.4
TX017265,AC00458,44.16,5/17/2020,Debit,Fresno,D000527,152.234.65.155,M088,Branch,59,Doctor,30,1,8874.01
TX017266,AC00187,327.8,6/22/2020,Debit,Fresno,D000305,98.39.212.221,M011,Branch,52,Doctor,45,1,5237.36
TX017267,AC00439,863.66,10/3/2025,Debit,Jacksonville,D000389,146.53.16.47,M085,Online,60,Engineer,227,1,7015.46
TX017268,AC00029,1164.75,9/29/2025,Debit,Las Vegas,D000227,71.93.189.160,M068,Branch,23,Student,73,1,325.15
TX017269,AC00206,67.56,7/24/2022,Credit,Virginia Beach,D000320,147.119.62.178,M065,Online,69,Retired,71,4,3920.11
TX017270,AC00111,36.46,7/22/2022,Debit,Boston,D000589,115.241.186.164,M047,Branch,30,Doctor,105,1,14330.47
TX017271,AC00111,35.38,6/10/2022,Debit,Boston,D000589,115.241.186.164,M047,Branch,30,Doctor,105,1,14330.47
TX017272,AC00020,293.32,2/7/2022,Debit,Denver,D000582,205.69.66.135,M092,ATM,68,Retired,63,1,1748.02
TX017273,AC00182,613.28,4/7/2023,Debit,Memphis,D000116,100.4.40.132,M036,ATM,41,Engineer,40,1,5906.58
TX017274,AC00322,47.04,2/20/2022,Debit,Omaha,D000631,194.88.79.54,M011,ATM,34,Doctor,145,1,9929.43
TX017275,AC00495,91.72,9/12/2023,Debit,Miami,D000429,116.237.223.50,M042,Branch,27,Student,203,1,646.85
TX017276,AC00324,149.88,4/10/2022,Debit,Sacramento,D000122,188.225.207.71,M013,Branch,28,Student,16,1,1512.16
TX017277,AC00253,912.05,10/12/2023,Credit,Virginia Beach,D000209,62.152.134.92,M015,Online,53,Doctor,185,1,509.45
TX017278,AC00295,401.73,9/2/2025,Credit,Baltimore,D000440,42.61.10.112,M028,Branch,47,Engineer,223,1,7707.96
TX017279,AC00069,156.16,3/27/2021,Credit,Dallas,D000001,66.23.166.248,M014,Branch,42,Doctor,289,1,13964.31
TX017280,AC00483,149.73,5/17/2020,Debit,Las Vegas,D000362,188.77.83.72,M077,Online,41,Doctor,204,1,14371.08
TX017281,AC00397,192.71,2/28/2023,Debit,Kansas City,D000531,16.128.130.153,M042,Branch,37,Engineer,176,1,3886.77
TX017282,AC00030,194.73,9/17/2020,Debit,Miami,D000653,19.228.76.177,M070,Branch,57,Retired,136,1,7059.77
TX017283,AC00497,223.65,5/22/2021,Debit,Tucson,D000171,93.115.61.201,M022,ATM,61,Doctor,152,1,11795.12
TX017284,AC00047,129.29,9/26/2024,Debit,Sacramento,D000219,163.129.70.210,M049,Online,59,Doctor,40,1,13542.41
TX017285,AC00182,660.44,7/5/2022,Debit,Memphis,D000116,100.4.40.132,M036,ATM,41,Engineer,40,1,5906.58
TX017286,AC00493,161.86,4/19/2023,Debit,Boston,D000353,72.192.101.196,M059,ATM,49,Doctor,28,1,7346.66
TX017287,AC00370,125.56,8/28/2024,Credit,Denver,D000044,30.229.179.194,M067,Branch,53,Engineer,59,1,2958.43
